id,text,term,polarity,from,to,category,polarity2,,,,,term,category,,,combine
3207,We always have a delicious meal and always leave feeling satisfied.,,,,,food,positive,,,,,,food,,, food
672,Dip the ingredients in with your chopstickscomma swirl them aroundcomma and eat.,ingredients,neutral,8,19,,,,,,,ingredients,,,,ingredients 
672,Dip the ingredients in with your chopstickscomma swirl them aroundcomma and eat.,chopsticks,neutral,33,43,,,,,,,chopsticks,,,,chopsticks 
672,Dip the ingredients in with your chopstickscomma swirl them aroundcomma and eat.,,,,,food,neutral,,,,,,food,,, food
2972,First went here to enjoy their garden terrace.,garden terrace,positive,31,45,,,,,,,garden terrace,,,,garden terrace 
2972,First went here to enjoy their garden terrace.,,,,,ambience,positive,,,,,,ambience,,, ambience
1903,My husbands was perfectcomma my was well done and dry.,,,,,food,conflict,,,,,,food,,, food
2549,Everyone I have spoken too there is super friendlycomma helpfulcomma and willing to the extra mile for a customer.,,,,,service,positive,,,,,,service,,, service
1755,The pizza was pretty good and huge.,pizza,positive,4,9,,,,,,,pizza,,,,pizza 
1755,The pizza was pretty good and huge.,,,,,food,positive,,,,,,food,,, food
2890,Sapphire is the only Indian restaurant I go to when I'm in NYC.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2277,The cuisine from what I've gathered is authentic Taiwanesecomma though its very different from what I've been accustomed to in Taipei.,cuisine,neutral,4,11,,,,,,,cuisine,,,,cuisine 
2277,The cuisine from what I've gathered is authentic Taiwanesecomma though its very different from what I've been accustomed to in Taipei.,,,,,food,neutral,,,,,,food,,, food
2308,I heartily recommend.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
51,Heartland Brewery is by far one of the best places in NYC to make new friends and catch up with old ones.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,atmosphere,positive,50,60,,,,,,,atmosphere,,,,atmosphere 
3680,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,,,,,ambience,positive,,,,,,ambience,,, ambience
3155,They are often crowded on the weekends but they are efficient and accurate with their service.,service,positive,86,93,,,,,,,service,,,,service 
3155,They are often crowded on the weekends but they are efficient and accurate with their service.,crowded,negative,15,22,,,,,,,crowded,,,,crowded 
3155,They are often crowded on the weekends but they are efficient and accurate with their service.,,,,,service,positive,,,,,,service,,, service
3155,They are often crowded on the weekends but they are efficient and accurate with their service.,,,,,ambience,negative,,,,,,ambience,,, ambience
1688,All my co-workers were amazed at how small the dish was.,dish,negative,47,51,,,,,,,dish,,,,dish 
1688,All my co-workers were amazed at how small the dish was.,,,,,food,negative,,,,,,food,,, food
598,The atmosphere is unheraldedcomma the service impeciblecomma and the food magnificant.,atmosphere,positive,4,14,,,,,,,atmosphere,,,,atmosphere 
598,The atmosphere is unheraldedcomma the service impeciblecomma and the food magnificant.,service,positive,34,41,,,,,,,service,,,,service 
598,The atmosphere is unheraldedcomma the service impeciblecomma and the food magnificant.,food,positive,61,65,,,,,,,food,,,,food 
598,The atmosphere is unheraldedcomma the service impeciblecomma and the food magnificant.,,,,,food,positive,,,,,,food,,, food
598,The atmosphere is unheraldedcomma the service impeciblecomma and the food magnificant.,,,,,service,positive,,,,,,service,,, service
598,The atmosphere is unheraldedcomma the service impeciblecomma and the food magnificant.,,,,,ambience,positive,,,,,,ambience,,, ambience
2926,We ordered the specialcomma grilled branzinocomma that was so infused with bonecomma it was difficult to eat.,grilled branzino,negative,24,40,,,,,,,grilled branzino,,,,grilled branzino 
2926,We ordered the specialcomma grilled branzinocomma that was so infused with bonecomma it was difficult to eat.,,,,,food,negative,,,,,,food,,, food
3083,The wait staff is friendlycomma and the food has gotten better and better!,wait staff,positive,4,14,,,,,,,wait staff,,,,wait staff 
3083,The wait staff is friendlycomma and the food has gotten better and better!,food,positive,36,40,,,,,,,food,,,,food 
3083,The wait staff is friendlycomma and the food has gotten better and better!,,,,,food,positive,,,,,,food,,, food
3083,The wait staff is friendlycomma and the food has gotten better and better!,,,,,service,positive,,,,,,service,,, service
1388,This placecomma which is only a few months oldcomma is perhaps Queens' biggest secret!,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2977,It may be a bit packed on weekendscomma but the vibe is good and it is the best French food you will find in the area.,vibe,positive,44,48,,,,,,,vibe,,,,vibe 
2977,It may be a bit packed on weekendscomma but the vibe is good and it is the best French food you will find in the area.,French food,positive,76,87,,,,,,,French food,,,,French food 
2977,It may be a bit packed on weekendscomma but the vibe is good and it is the best French food you will find in the area.,packed,negative,16,22,,,,,,,packed,,,,packed 
2977,It may be a bit packed on weekendscomma but the vibe is good and it is the best French food you will find in the area.,,,,,food,positive,,,,,,food,,, food
2977,It may be a bit packed on weekendscomma but the vibe is good and it is the best French food you will find in the area.,,,,,ambience,conflict,,,,,,ambience,,, ambience
1574,This place is so much fun.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
498,I was glad I did.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,positive,64,69,,,,,,,pizza,,,,pizza 
2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,positive,48,53,,,,,,,place,,,,place 
2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,,,,food,positive,,,,,,food,,, food
2604,Right off the L in Brooklyn this is a nice cozy place with good pizza.,,,,,ambience,positive,,,,,,ambience,,, ambience
473,I've never been treated so rudely.,,,,,service,negative,,,,,,service,,, service
380,I'll be back soon.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2960,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,positive,25,41,,,,,,,pre-theater menu,,,,pre-theater menu 
2960,Le Pere Pinard has a $15 pre-theater menu that is outstanding.,,,,,food,positive,,,,,,food,,, food
322,Went inside and I started to get excited.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1383,I also ordered for delivery and the restaurant forgot half the order.,delivery,negative,19,27,,,,,,,delivery,,,,delivery 
1383,I also ordered for delivery and the restaurant forgot half the order.,order,negative,63,68,,,,,,,order,,,,order 
1383,I also ordered for delivery and the restaurant forgot half the order.,,,,,service,negative,,,,,,service,,, service
892,Our server checked on us maybe twice during the entire meal.,server,negative,4,10,,,,,,,server,,,,server 
892,Our server checked on us maybe twice during the entire meal.,meal,neutral,55,59,,,,,,,meal,,,,meal 
892,Our server checked on us maybe twice during the entire meal.,,,,,service,negative,,,,,,service,,, service
2296,Howevercomma it is jus too good to not praise it.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
868,We have been to Montparnasse many times and return often for good reason.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2936,The strong scents coming from the left and right of me negatively affected my taste buds.,scents,negative,11,17,,,,,,,scents,,,,scents 
2936,The strong scents coming from the left and right of me negatively affected my taste buds.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
3423,We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,positive,11,27,,,,,,,lobster sandwich,,,,lobster sandwich 
3423,We had the lobster sandwich and it was FANTASTIC.,,,,,food,positive,,,,,,food,,, food
154,It's somewhere you can eat and be happy.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
591,If you wrote a bad reviewcomma it's because you don't understand what Rao's is all about.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
1197,Had we been stalling I could understand where they were coming fromcomma but we had been there less than an hour and they hadn't even brought us a check yet!,check,negative,143,148,,,,,,,check,,,,check 
1197,Had we been stalling I could understand where they were coming fromcomma but we had been there less than an hour and they hadn't even brought us a check yet!,,,,,service,negative,,,,,,service,,, service
2061,but overall i give it a 10,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
2274,Though the Spider Roll may look like a challenge to eatcomma with soft shell crab hanging out of the rollcomma it is well worth the price you pay for them.,Spider Roll,conflict,11,22,,,,,,,Spider Roll,,,,Spider Roll 
2274,Though the Spider Roll may look like a challenge to eatcomma with soft shell crab hanging out of the rollcomma it is well worth the price you pay for them.,price,positive,124,129,,,,,,,price,,,,price 
2274,Though the Spider Roll may look like a challenge to eatcomma with soft shell crab hanging out of the rollcomma it is well worth the price you pay for them.,shell crab,positive,67,77,,,,,,,shell crab,,,,shell crab 
2274,Though the Spider Roll may look like a challenge to eatcomma with soft shell crab hanging out of the rollcomma it is well worth the price you pay for them.,,,,,food,positive,,,,,,food,,, food
2274,Though the Spider Roll may look like a challenge to eatcomma with soft shell crab hanging out of the rollcomma it is well worth the price you pay for them.,,,,,price,positive,,,,,,price,,, price
2804,Deep Fried Skewers are good and still rare to find in NYC.,Deep Fried Skewers,positive,0,18,,,,,,,Deep Fried Skewers,,,,Deep Fried Skewers 
2804,Deep Fried Skewers are good and still rare to find in NYC.,,,,,food,positive,,,,,,food,,, food
194,I have tried to make reservationscomma but both timescomma the hostess didn't have my name.,reservations,neutral,21,33,,,,,,,reservations,,,,reservations 
194,I have tried to make reservationscomma but both timescomma the hostess didn't have my name.,hostess,negative,55,62,,,,,,,hostess,,,,hostess 
194,I have tried to make reservationscomma but both timescomma the hostess didn't have my name.,,,,,service,negative,,,,,,service,,, service
148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,positive,21,32,,,,,,,rice dishes,,,,rice dishes 
148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),positive,63,85,,,,,,,congee (rice porridge),,,,congee (rice porridge) 
148,I also recommend the rice dishes or the different varieties of congee (rice porridge).,,,,,food,positive,,,,,,food,,, food
2747,Their tuna tartar appetizer is to die for.,tuna tartar appetizer,positive,6,27,,,,,,,tuna tartar appetizer,,,,tuna tartar appetizer 
2747,Their tuna tartar appetizer is to die for.,,,,,food,positive,,,,,,food,,, food
2845,This was one of the BEST restaurants I've ever been to.,,,,,anecdotes/miscellaneous,positive,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
187,This restaurant used to be pretty decent.,,,,,anecdotes/miscellaneous,negative,,,,,,anecdotes/miscellaneous,,, anecdotes/miscellaneous
856,An oasis of refinement:  Foodcomma though somewhat unevencomma often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.,Food,conflict,25,29,,,,,,,Food,,,,Food 
